classtype,flagno,storeno,storename,undertaker,storeaddr,contacttel,taxno
1,5444,J000203,萊爾富國際股份有限公司-竹縣永順店,卓東平,303新竹縣湖口鄉安宅一街1號,02-66068688分機356,
1,5444,J000199,萊爾富國際股份有限公司-竹縣豐埔店,卓東平,304新竹縣新豐鄉埔和村7鄰埔頂186號,02-66068688分機356,
1,5444,J000193,萊爾富國際股份有限公司-竹縣尖石店,卓東平,313新竹縣尖石鄉嘉樂村3鄰麥樹仁100號,02-66068688分機356,
1,5444,J000189,萊爾富國際股份有限公司-竹北竹慶店,卓東平,302新竹縣竹北市中山路12號1樓,02-66068688分機356,
1,5444,J000187,萊爾富國際股份有限公司-竹北北泰店,卓東平,302新竹縣竹北市中和街30號,02-66068688分機356,
1,5444,J000177,萊爾富國際股份有限公司-竹縣湖丰店,卓東平,303新竹縣湖口鄉勝利村8鄰光復東路335-1號,02-66068688分機356,
1,5444,J000176,萊爾富國際股份有限公司-竹北竹博店,卓東平,302新竹縣竹北市博愛街336號,02-66068688分機356,
1,5444,J000174,萊爾富國際股份有限公司-竹北竹元店,卓東平,302新竹縣竹北市台元街26-3號,02-66068688分機356,
1,5444,J000169,萊爾富國際股份有限公司-竹縣富裕店,卓東平,307新竹縣芎林鄉福昌街393號1樓,02-66068688分機356,
1,5444,J000167,萊爾富國際股份有限公司-竹北竹凰店,卓東平,302新竹縣竹北市鳳岡路三段245號1樓,02-66068688分機356,
1,5444,J000164,萊爾富國際股份有限公司-竹縣長春店,卓東平,310新竹縣竹東鎮長春路二段53號,02-66068688分機356,
1,5444,J000163,萊爾富國際股份有限公司-竹縣竹祥店,卓東平,303新竹縣湖口鄉榮光路123號,02-66068688分機356,
1,5444,J000162,萊爾富國際股份有限公司-竹北竹北店,卓東平,302新竹縣竹北市中正西路82號,02-66068688分機356,
1,5444,J000161,萊爾富國際股份有限公司-竹北竹振店,卓東平,302新竹縣竹北市中華路348號,02-66068688分機356,
1,5444,I000146,萊爾富國際股份有限公司-嘉義義昌店,卓東平,600嘉義市西區民族路652號,02-66068688分機356,
1,5444,I000144,萊爾富國際股份有限公司-嘉義體育店,卓東平,600嘉義市東區體育路73號,02-66068688分機356,
1,8817,K000256,廣達機車行,彭劉玉英,363苗栗縣公館鄉鶴山村11鄰145號,037-226700,
1,8817,K000254,欣原合機車行,朱吉章,350苗栗縣竹南鎮大營路236號,037-466834,
1,8817,K000250,均堉車業行,黃順章,351苗栗縣頭份市自強里中華路1235號,037-696125,
1,8817,K000247,銘發機車行,傅紹發,351苗栗縣頭份市新華里12鄰中正一路106號,037-668391,
1,8817,K000245,合興機車行,邱徐月娥,366苗栗縣銅鑼鄉銅鑼村29鄰中正路64號,037-981165,
1,8817,D000402,巨新車業有限公司,蔡佳洲,701臺南市東區東門路二段35號,062369888,
1,8804,K000216,冠軍建材竹苗展示中心(偉訊股份有限公司),郭百良,350苗栗縣竹南鎮大埔里13鄰竹篙厝200號.,03-7561761#177,
1,8799,N000388,三永機車行,陳振成,500彰化縣彰化市彰南路二段2號,04-7384997,
1,8799,N000384,正一機車行,邱麗香,503彰化縣花壇鄉中山路１段４１１號１樓,04-7861038,
1,8799,N000377,芳裕機車行,徐振富,510彰化縣員林市育英路１５５號１樓﹒地下１樓,04-8340396,
1,8799,N000369,順進機車行,詹森林,511彰化縣社頭鄉員集路２段６０４號,04-8731277,
1,8799,N000357,安詮車業有限公司,蘇秀勤,503彰化縣花壇鄉花壇街２號１、２樓,04-7868787,
1,8799,N000349,東隆機車有限公司,徐錫恩,514彰化縣溪湖鎮員鹿路二段526號,04-8810261,
1,8799,N000344,連陞車業有限公司,林和貴,505彰化縣鹿港鎮民族路３０號,04-7773429,
1,8799,N000343,瑞挺車業行,陳勇兆,500彰化縣彰化市中山路二段四○一號,04-7241930,
1,8798,N000376,進成機車行,徐大杉,"510彰化縣員林市崙雅里 崙雅巷１－６號",04-8313271,
1,8798,N000358,幃祥有限公司,張振生,500彰化縣彰化市辭修路66號1F,04-7242209,
1,8797,N000358,幃祥有限公司,張振生,500彰化縣彰化市辭修路66號1F,04-7242209,
1,8796,N000388,三永機車行,陳振成,500彰化縣彰化市彰南路二段2號,04-7384997,
1,8796,N000384,正一機車行,邱麗香,503彰化縣花壇鄉中山路１段４１１號１樓,04-7861038,
1,8796,N000377,芳裕機車行,徐振富,510彰化縣員林市育英路１５５號１樓﹒地下１樓,04-8340396,
1,8796,N000369,順進機車行,詹森林,511彰化縣社頭鄉員集路２段６０４號,04-8731277,
1,8796,N000357,安詮車業有限公司,蘇秀勤,503彰化縣花壇鄉花壇街２號１、２樓,04-7868787,
1,8796,N000349,東隆機車有限公司,徐錫恩,514彰化縣溪湖鎮員鹿路二段526號,04-8810261,
1,8796,N000344,連陞車業有限公司,林和貴,505彰化縣鹿港鎮民族路３０號,04-7773429,
1,8796,N000343,瑞挺車業行,陳勇兆,500彰化縣彰化市中山路二段四○一號,04-7241930,
1,8795,P000324,凱發車行,陳俊彥,630雲林縣斗南鎮南昌路212號,05-5975022,
1,8795,D000403,金谷機車有限公司,張旭隆,701臺南市東區大同路一段137號,062140798,
1,8794,N000391,大益機車行,黃金蘭,510彰化縣員林市中山路２段５５８號,04-8313271,
1,8794,N000390,文冠機車行,黃陳桂花,500彰化縣彰化市中山路３段２９０號,04-7115655,
1,8794,N000350,昌盛車業有限公司,林昌敏,524彰化縣溪州鄉溪林路４０號,04-8895020,
1,8794,K000256,廣達機車行,彭劉玉英,363苗栗縣公館鄉鶴山村11鄰145號,037-226700,
1,8794,K000255,三鈴機車行,黃盈胤,360苗栗縣苗栗市中山路35號,037-2666662,
1,8794,K000254,欣原合機車行,朱吉章,350苗栗縣竹南鎮大營路236號,037-466834,
1,8794,K000250,均堉車業行,黃順章,351苗栗縣頭份市自強里中華路1235號,037-696125,
1,8794,K000249,大明機車行(苗),李奕霆,357苗栗縣通霄鎮通西里中山路25鄰197號,037-752217,
1,8794,K000247,銘發機車行,傅紹發,351苗栗縣頭份市新華里12鄰中正一路106號,037-668391,
1,8794,K000245,合興機車行,邱徐月娥,366苗栗縣銅鑼鄉銅鑼村29鄰中正路64號,037-981165,
1,8794,D000402,巨新車業有限公司,蔡佳洲,701臺南市東區東門路二段35號,062369888,
1,8793,Q000220,文欽機車行,何先生,613嘉義縣朴子市大同路174號,05-3798269,
1,8793,K000226,順興機車行,吳進欽,360苗栗縣苗栗市勝利里31鄰新東街160號,037-355930,
1,8793,D000401,新益昌車行,邱聖佳,701臺南市東區崇德路659號之10,06-2681111,
1,8793,D000393,KYMCO_佑新車業,郭峻棋,700臺南市中西區金華路三段148號,06-2220919,
1,8793,D000378,KYMCO_六億車業行,劉春枝,702臺南市南區中華西路一段147號,06-2630211,
1,8793,D000328,KYMCO_新安機車行,蔡宗憲,710臺南市永康區中華路379號,06-3035689,
1,8792,R000443,振富車業有限公司,曾治富,710臺南市永康區民族路483號,062710842,
1,8792,P000328,佺益車業有限公司,王煉城,640雲林縣斗六市文化路55號,05-5324088,
1,8792,N000391,大益機車行,黃金蘭,510彰化縣員林市中山路２段５５８號,04-8313271,
1,8792,N000380,進達車業有限公司,陳朝勝,512彰化縣永靖鄉瑚璉路３６５號,04-8239110,
1,8792,N000379,進程車業有限公司,黃寶玉,506彰化縣福興鄉沿海路３段１７３，１７５號,04-7702273,
1,8792,N000347,宏隆機車行,梁朝期,526彰化縣二林鎮新生路９４號,04-8960611,
1,8792,E000732,鈞慶車業股份有限公司,莊素貞,802高雄市苓雅區武營路437號,07-7527001,
1,8792,D000402,巨新車業有限公司,蔡佳洲,701臺南市東區東門路二段35號,062369888,
1,8613,N000265,7-11源益門市,廖培雁,526彰化縣二林鎮斗苑路4段720號,02-27478711#3961,
1,8613,N000262,7-11真愛門市,廖培雁,510彰化縣員林市大同路二段63號1樓,02-27478711#3961,
1,8613,N000255,7-11新斗中門市,廖培雁,521彰化縣北斗鎮中華路205號1樓,02-27478711#3961,
1,5444,I000141,萊爾富國際股份有限公司-嘉義新生店,卓東平,600嘉義市東區新生路798號,02-66068688分機356,
1,5444,H001107,萊爾富國際股份有限公司-桃市桃都店,卓東平,桃園市樹仁二街50號,02-66068688分機356,
1,5444,H001105,萊爾富國際股份有限公司-桃市森林店,卓東平,桃園市林森路29號,02-66068688分機356,
1,5444,H001101,萊爾富國際股份有限公司-桃縣桃丹店,卓東平,327桃園市新屋區中山路457號,02-66068688分機356,
1,5444,H001098,萊爾富國際股份有限公司-平鎮壢新店,卓東平,324桃園市平鎮區廣泰路75號(門診部),02-66068688分機356,
1,5444,H001092,萊爾富國際股份有限公司-八德華映店,卓東平,334桃園市八德區和平路1127號(中華映像管),02-66068688分機356,
1,5444,H001081,萊爾富國際股份有限公司-桃縣華航店,卓東平,337桃園市大園區航勤南路15號1樓部份(華航維修工廠員工餐廳內),02-66068688分機356,
1,5444,H001079,萊爾富國際股份有限公司-中壢桃合店,卓東平,320桃園市中壢區合圳北路二段47號1樓,02-66068688分機356,
1,5444,H001078,萊爾富國際股份有限公司-桃縣龍潭店,卓東平,325桃園市龍潭區中興路335號,02-66068688分機356,
1,5444,H001076,萊爾富國際股份有限公司-桃縣桃貿店,卓東平,333桃園市龜山區中興路265號,02-66068688分機356,
1,5444,H001075,萊爾富國際股份有限公司-桃縣桃亭店,卓東平,325桃園市龍潭區聖亭路126.128號1樓,02-66068688分機356,
1,5444,H001066,萊爾富國際股份有限公司-桃市桃磐店,卓東平,330桃園市桃園區建新街277號,02-66068688分機356,
1,5444,H001062,萊爾富國際股份有限公司-八德桃鑽店,卓東平,334桃園市八德區興豐路838.840號,02-66068688分機356,
1,5444,H001061,萊爾富國際股份有限公司-桃市桃亨店,卓東平,330桃園市桃園區大興西路二段8號,02-66068688分機356,
1,5444,H001059,萊爾富國際股份有限公司-桃縣南祥店,卓東平,333桃園市龜山區南上路164號,02-66068688分機356,
1,5444,H001058,萊爾富國際股份有限公司-桃縣桃子店,卓東平,338桃園市蘆竹區濱海路一段203號,02-66068688分機356,
1,5444,H001056,萊爾富國際股份有限公司-平鎮桃爺店,卓東平,324桃園市平鎮區關爺西路1.1-1號,02-66068688分機356,
1,5444,H001053,萊爾富國際股份有限公司-桃縣大園三店,卓東平,337桃園市大園區中山南路6號,02-66068688分機356,
1,5444,H001047,萊爾富國際股份有限公司-桃縣桃慶店,卓東平,333桃園市龜山區文化三路48.50號1樓,02-66068688分機356,
1,5444,H001044,萊爾富國際股份有限公司-桃縣桃岩店,卓東平,338桃園市蘆竹區南崁路二段66號1樓,02-66068688分機356,
1,5444,H001043,萊爾富國際股份有限公司-桃縣桃楚店,卓東平,338桃園市蘆竹區海山路二段262號,02-66068688分機356,
1,5444,H001036,萊爾富國際股份有限公司-桃縣桃環店,卓東平,338桃園市蘆竹區南工路150號,02-66068688分機356,
1,5444,H001031,萊爾富國際股份有限公司-八德桃德店,卓東平,334桃園市八德區中山路42號,02-66068688分機356,
1,5444,H001029,萊爾富國際股份有限公司-桃市桃旗店,卓東平,330桃園市桃園區建國路260號1樓,02-66068688分機356,
1,5444,H001020,萊爾富國際股份有限公司-中壢光中店,卓東平,320桃園市中壢區五光一街1號,02-66068688分機356,
1,5444,H001016,萊爾富國際股份有限公司-桃縣福源店,卓東平,325桃園市龍潭區福源路1號,02-66068688分機356,
1,5444,H001015,萊爾富國際股份有限公司-八德桃棒店,卓東平,334桃園市八德區大福街86號,02-66068688分機356,
1,5444,H001014,萊爾富國際股份有限公司-桃縣楊翔店,卓東平,326桃園市楊梅區楊湖路一段655、657號,02-66068688分機356,
1,5444,H001005,萊爾富國際股份有限公司-八德桃夢店,卓東平,334桃園市八德區永豐路230號,02-66068688分機356,
1,5444,H001004,萊爾富國際股份有限公司-桃縣內溪店,卓東平,338桃園市蘆竹區南山路二段429號,02-66068688分機356,
1,5444,H000998,萊爾富國際股份有限公司-桃市三民二店,卓東平,330桃園市桃園區自強路72號,02-66068688分機356,
1,5444,H000996,萊爾富國際股份有限公司-桃市桃版店,卓東平,330桃園市桃園區龍壽街202-8號,02-66068688分機356,
1,5444,H000994,萊爾富國際股份有限公司-桃縣桃紡店,卓東平,326桃園市楊梅區中山南路558號,02-66068688分機356,
1,5444,H000993,萊爾富國際股份有限公司-桃縣頂湖店,卓東平,333桃園市龜山區頂湖路1號,02-66068688分機356,
1,5444,H000987,萊爾富國際股份有限公司-桃市桃旗店,卓東平,330桃園市桃園區建國路260號1樓,02-66068688分機356,
1,5444,H000985,萊爾富國際股份有限公司-桃縣觀坪店,卓東平,328桃園市觀音區忠愛路三段2號,02-66068688分機356,
1,5444,H000981,萊爾富國際股份有限公司-中壢龍岡店,卓東平,320桃園市中壢區龍岡路3段117號,02-66068688分機356,
1,5444,H000975,萊爾富國際股份有限公司-八德德利店,卓東平,334桃園市八德區力行街117之1號1F,02-66068688分機356,
1,5444,H000974,萊爾富國際股份有限公司-八德松柏林店,卓東平,334桃園市八德區大興路670號,02-66068688分機356,
1,5444,H000972,萊爾富國際股份有限公司-平鎮高雙店,卓東平,324桃園市平鎮區高雙路2號,02-66068688分機356,
1,5444,H000968,萊爾富國際股份有限公司-桃縣桃晶店,卓東平,333桃園市龜山區文化三路316號,02-66068688分機356,
1,5444,H000965,萊爾富國際股份有限公司-八德桃昂店,卓東平,334桃園市八德區長興路576.578號,02-66068688分機356,
1,5444,H000956,萊爾富國際股份有限公司-桃縣龍潭二店,卓東平,325桃園市龍潭區中興路209號,02-66068688分機356,
1,5444,H000947,萊爾富國際股份有限公司-桃縣桃鵬店,卓東平,328桃園市觀音區大觀路二段313號,02-66068688分機356,
1,5444,H000945,萊爾富國際股份有限公司-桃縣龍吟店,卓東平,325桃園市龍潭區中原路一段506號,02-66068688分機356,
1,5396,F001811,萊爾富國際股份有限公司-北縣淡俊店,卓東平,251新北市淡水區北新路137、139號1F,02-66068688分機356,
1,5396,F001805,萊爾富國際股份有限公司-北縣樹博店,卓東平,238新北市樹林區博愛街84.86號,02-66068688分機356,
1,5396,F001803,萊爾富國際股份有限公司-北縣員山店,卓東平,235新北市中和區員山路502-7號,02-66068688分機356,
1,5396,F001800,萊爾富國際股份有限公司-北縣黎明店,卓東平,243新北市泰山區黎專路2號(黎明技術學院),02-66068688分機356,
1,5396,F001792,萊爾富國際股份有限公司-北縣永鑽店,卓東平,234新北市永和區竹林路69號1樓,02-66068688分機356,
1,5396,F001790,萊爾富國際股份有限公司-北縣寶翠店,卓東平,220新北市板橋區文化路二段439之1號,02-66068688分機356,
1,5396,F001788,萊爾富國際股份有限公司-北縣城堡店,卓東平,236新北市土城區延吉街251號,02-66068688分機356,
1,5396,F001780,萊爾富國際股份有限公司-北縣愛買店,卓東平,220新北市板橋區四川路一段489號,02-66068688分機356,
1,5396,F001779,萊爾富國際股份有限公司-北縣鶯駿店,卓東平,239新北市鶯歌區德昌街50號,02-66068688分機356,
1,5396,F001778,萊爾富國際股份有限公司-北縣民族店,卓東平,251新北市淡水區竹圍里民族路48號,02-66068688分機356,
1,5396,F001770,萊爾富國際股份有限公司-北縣莊富店,卓東平,"242新北市新莊區化成路738,740號",02-66068688分機356,
1,5396,F001767,萊爾富國際股份有限公司-北縣永任店,卓東平,234新北市永和區永和路二段217號1樓,02-66068688分機356,
1,5396,F001766,萊爾富國際股份有限公司-北縣重永店,卓東平,241新北市三重區永福街11號,02-66068688分機356,
1,5396,F001759,萊爾富國際股份有限公司-北縣重北店,卓東平,241新北市三重區中正北路274號,02-66068688分機356,
1,5396,F001758,萊爾富國際股份有限公司-北縣樹東店,卓東平,238新北市樹林區柑園街一段49號,02-66068688分機356,
1,5396,F001754,萊爾富國際股份有限公司-北縣五華店,卓東平,241新北市三重區五華街125號,02-66068688分機356,
1,5396,F001748,萊爾富國際股份有限公司-北縣鄧公店,卓東平,251新北市淡水區學府路49號,02-66068688分機356,
1,5396,F001744,萊爾富國際股份有限公司-北縣重集店,卓東平,241新北市三重區重新路四段176號,02-66068688分機356,
1,5396,F001737,萊爾富國際股份有限公司-北縣板治店,卓東平,220新北市板橋區民治街52巷1.3號,02-66068688分機356,
1,5396,F001733,萊爾富國際股份有限公司-北縣樹愛店,卓東平,238新北市樹林區保安街一段18-3號,02-66068688分機356,
1,5396,F001732,萊爾富國際股份有限公司-北縣板館店,卓東平,220新北市板橋區公館街110號,02-66068688分機356,
1,5396,F001729,萊爾富國際股份有限公司-北縣飛和店,卓東平,235新北市中和區永和路343號,02-66068688分機356,
1,5396,F001727,萊爾富國際股份有限公司-北縣新戰店,卓東平,231新北市新店區安民街136號,02-66068688分機356,
1,5396,F001726,萊爾富國際股份有限公司-北縣福音店,卓東平,241新北市三重區重新路四段89號,02-66068688分機356,
1,5396,F001723,萊爾富國際股份有限公司-北縣板莊店,卓東平,220新北市板橋區莊敬路248號,02-66068688分機356,
1,5396,F001720,萊爾富國際股份有限公司-北縣集美店,卓東平,241新北市三重區環河南路221巷31號,02-66068688分機356,
1,5396,F001717,萊爾富國際股份有限公司-北縣中央南店,卓東平,241新北市三重區中央南路8號,02-66068688分機356,
1,5396,F001707,萊爾富國際股份有限公司-北縣鶯歌店,卓東平,239新北市鶯歌區重慶街29號,02-66068688分機356,
1,5396,F001705,萊爾富國際股份有限公司-北縣重冠店,卓東平,241新北市三重區文化南路8號,02-66068688分機356,
1,5396,F001704,萊爾富國際股份有限公司-北縣五華二店,卓東平,241新北市三重區五華街72號,02-66068688分機356,
1,5396,F001699,萊爾富國際股份有限公司-北縣新權二店,卓東平,231新北市新店區民權路44之2號,02-66068688分機356,
1,5396,F001694,萊爾富國際股份有限公司-北縣八里店,卓東平,249新北市八里區中山路一段177號,02-66068688分機356,
1,5396,F001693,萊爾富國際股份有限公司-北縣金陽店,卓東平,208新北市金山鄉中正路26號,02-66068688分機356,
1,5396,F001689,萊爾富國際股份有限公司-北縣板同店,卓東平,220新北市板橋區大同街6號,02-66068688分機356,
1,5396,F001681,萊爾富國際股份有限公司-北縣徐匯店,卓東平,247新北市蘆洲區中山一路一號(匯心樓),02-66068688分機356,
1,5396,F001677,萊爾富國際股份有限公司-北縣自治店,卓東平,235新北市中和區自治街38.40號,02-66068688分機356,
1,5396,F001676,萊爾富國際股份有限公司-北縣重富店,卓東平,241新北市三重區光復路一段85號、85-2號,02-66068688分機356,
1,5396,F001675,萊爾富國際股份有限公司-北縣樹權店,卓東平,238新北市樹林區民權街1號,02-66068688分機356,
1,5396,F001672,萊爾富國際股份有限公司-北縣莊泰店,卓東平,242新北市新莊區瓊林里瓊泰路49號1樓,02-66068688分機356,
1,5396,F001670,萊爾富國際股份有限公司-北縣板雙店,卓東平,220新北市板橋區雙十路三段12、14、16號,02-66068688分機356,
1,5396,E000539,萊爾富國際股份有限公司-高市建工店,卓東平,807高雄市三民區建工路304號,02-66068688分機356,
1,5396,E000537,萊爾富國際股份有限公司-高市軍醫店,卓東平,802高雄市苓雅區中正一路2號(國軍802總醫院),02-66068688分機356,
1,5396,E000531,萊爾富國際股份有限公司-高市漁港店,卓東平,806高雄市前鎮區漁港中二路42號,02-66068688分機356,
1,5396,E000530,萊爾富國際股份有限公司-高市漢神店,卓東平,801高雄市前金區成功一路270號,02-66068688分機356,
1,5396,E000522,萊爾富國際股份有限公司-高市高旅店,卓東平,812高雄市小港區博學路579、581號,02-66068688分機356,
1,5444,H000944,萊爾富國際股份有限公司-中壢壢秀店,卓東平,320桃園市中壢區民族路45、47號,02-66068688分機356,
1,5444,H000940,萊爾富國際股份有限公司-桃市桃鼎店,卓東平,330桃園市桃園區國聖一街166號1樓,02-66068688分機356,
1,5444,H000938,萊爾富國際股份有限公司-桃縣桃青店,卓東平,326桃園市楊梅區青年路二段133號1樓,02-66068688分機356,
1,5444,H000932,萊爾富國際股份有限公司-桃市桃康店,卓東平,330桃園市桃園區長春路46號1.2樓,02-66068688分機356,
1,5444,H000930,萊爾富國際股份有限公司-桃縣桃橫店,卓東平,336桃園市復興區中正路275-9號,02-66068688分機356,
1,5444,H000923,萊爾富國際股份有限公司-桃縣桃神店,卓東平,325桃園市龍潭區神龍路235號,02-66068688分機356,
1,5444,H000922,萊爾富國際股份有限公司-八德桃尊店,卓東平,334桃園市八德區建國路871號1樓,02-66068688分機356,
1,5444,H000920,萊爾富國際股份有限公司-桃縣桃旺店,卓東平,338桃園市蘆竹區長興路三段217號,02-66068688分機356,
1,5444,H000912,萊爾富國際股份有限公司-桃縣幼獅店,卓東平,326桃園市楊梅區幼獅路二段388號,02-66068688分機356,
1,5444,H000907,萊爾富國際股份有限公司-桃市桃維店,卓東平,330桃園市桃園區漢中街111號,02-66068688分機356,
1,5444,H000904,萊爾富國際股份有限公司-桃縣桃華店,卓東平,334桃園市八德區和平路823號、825巷1號,02-66068688分機356,
1,5444,H000903,萊爾富國際股份有限公司-中壢工業店,卓東平,320桃園市中壢區自強一路100.102號,02-66068688分機356,
1,5444,H000895,萊爾富國際股份有限公司-桃市民有店,卓東平,330桃園市桃園區大有路145號,02-66068688分機356,
1,5444,H000889,萊爾富國際股份有限公司-桃縣南崁店,卓東平,338桃園市蘆竹區南山路一段27、29號,02-66068688分機356,
1,5444,H000887,萊爾富國際股份有限公司-桃縣園亨店,卓東平,337桃園市大園區三民路二段421-1號,02-66068688分機356,
1,5444,H000886,萊爾富國際股份有限公司-桃縣桃翁店,卓東平,325桃園市龍潭區中豐路711號,02-66068688分機356,
1,5444,H000883,萊爾富國際股份有限公司-桃縣桃頌店,卓東平,333桃園市龜山區大同路358.364號1樓,02-66068688分機356,
1,5444,H000877,萊爾富國際股份有限公司-桃市桃昌店,卓東平,330桃園市桃園區宏昌六街108號,02-66068688分機356,
1,5444,G000223,萊爾富國際股份有限公司-宜蘭新馬店,卓東平,270宜蘭縣蘇澳鎮馬賽路439號,02-66068688分機356,
1,5444,G000220,萊爾富國際股份有限公司-宜蘭中道店,卓東平,263宜蘭縣壯圍鄉功勞村功勞路12號(中道中學),02-66068688分機356,
1,5444,G000217,萊爾富國際股份有限公司-宜蘭聖母店,卓東平,266宜蘭縣三星鄉三星路二段265巷100號(聖母護專),02-66068688分機356,
1,5444,G000216,萊爾富國際股份有限公司-宜蘭三星店,卓東平,266宜蘭縣三星鄉月眉村太平路110號1樓,02-66068688分機356,
1,5444,G000215,萊爾富國際股份有限公司-宜蘭校舍店,卓東平,260宜蘭縣宜蘭市校舍路29巷28號,02-66068688分機356,
1,5444,G000214,萊爾富國際股份有限公司-宜蘭轉運站店,卓東平,260宜蘭縣宜蘭市林森路20號(國道客運轉運站),02-66068688分機356,
1,5444,G000011,喜互惠生鮮超市文化店,林椿敏,260宜蘭縣宜蘭市民族426號,03-9325000,
1,5444,G000010,喜互惠生鮮超市蘇澳店,林文良,270宜蘭縣蘇澳鎮蘇港路311號,03-9952000,
1,5444,G000008,喜互惠生鮮超市宜興店,曾婉真,260宜蘭縣宜蘭市宜興路一段273號,03-9356999,
1,5444,F001948,萊爾富國際股份有限公司-北縣板富店,卓東平,220新北市板橋區板新路1號,02-66068688分機356,
1,5444,F001947,萊爾富國際股份有限公司-北縣永安店,卓東平,231新北市新店區新和街75號,02-66068688分機356,
1,5444,F001943,萊爾富國際股份有限公司-北縣板震店,卓東平,220新北市板橋區中山路一段50巷5號,02-66068688分機356,
1,5444,F001941,萊爾富國際股份有限公司-北縣海山店,卓東平,236新北市土城區明德路二段131號,02-66068688分機356,
1,5444,F001937,萊爾富國際股份有限公司-北縣連城店,卓東平,235新北市中和區連城路47巷1號,02-66068688分機356,
1,5444,F001936,萊爾富國際股份有限公司-北縣員山二店,卓東平,235新北市中和區員山路581巷2號,02-66068688分機356,
1,5444,F001935,萊爾富國際股份有限公司-北縣江翠店,卓東平,220新北市板橋區文化路二段408號,02-66068688分機356,
1,5444,F001933,萊爾富國際股份有限公司-北縣新元店,卓東平,231新北市新店區信義里中興路三段304號1樓,02-66068688分機356,
1,5444,F001929,萊爾富國際股份有限公司-北縣莊月店,卓東平,242新北市新莊區中和街19號,02-66068688分機356,
1,5444,F001925,萊爾富國際股份有限公司-北縣永福店,卓東平,241新北市三重區永福街101號,02-66068688分機356,
1,5444,F001923,萊爾富國際股份有限公司-北縣建國店,卓東平,231新北市新店區中正路282之10號,02-66068688分機356,
1,5444,F001922,萊爾富國際股份有限公司-北縣西雲店,卓東平,248新北市五股區西雲路134、134之1號一樓,02-66068688分機356,
1,5444,F001921,萊爾富國際股份有限公司-北縣樹慶店,卓東平,238新北市樹林區柑園街二段292.294號1樓,02-66068688分機356,
1,5444,F001918,萊爾富國際股份有限公司-北縣五華三店,卓東平,241新北市三重區五華街60號,02-66068688分機356,
1,5444,F001916,萊爾富國際股份有限公司-北縣雙翠店,卓東平,220新北市板橋區雙十路二段45號,02-66068688分機356,
1,5444,F001906,萊爾富國際股份有限公司-北縣鶯國店,卓東平,"239新北市鶯歌區大湖路532,534號",02-66068688分機356,
1,5444,F001898,萊爾富國際股份有限公司-北縣莊達店,卓東平,242新北市新莊區中全里中誠街167號1樓,02-66068688分機356,
1,5444,F001893,萊爾富國際股份有限公司-北縣板龍店,卓東平,220新北市板橋區龍興街73巷2號,02-66068688分機356,
1,5396,E000521,萊爾富國際股份有限公司-高市高進店,卓東平,807高雄市三民區九如一路227號,02-66068688分機356,
1,5396,E000520,萊爾富國際股份有限公司-高市新港店,卓東平,806高雄市前鎮區新生路135之1號,02-66068688分機356,
1,5396,E000519,萊爾富國際股份有限公司-高市高富店,卓東平,813高雄市左營區富民路350號,02-66068688分機356,
1,5396,E000518,萊爾富國際股份有限公司-高市武慶店,卓東平,802高雄市苓雅區武慶三路74及76號,02-66068688分機356,
1,5396,E000514,萊爾富國際股份有限公司-高市陸橋店,卓東平,811高雄市楠梓區高楠公路1757號,02-66068688分機356,
1,5396,E000509,萊爾富國際股份有限公司-高市鎮榮店,卓東平,806高雄市前鎮區鎮興路107號,02-66068688分機356,
1,5396,E000506,萊爾富國際股份有限公司-高市雅福店,卓東平,802高雄市苓雅區福德二路5號,02-66068688分機356,
1,5396,E000505,萊爾富國際股份有限公司-高市興誠店,卓東平,813高雄市左營區明誠二路243號,02-66068688分機356,
1,5396,D000309,萊爾富國際股份有限公司-台南南慶店,卓東平,702臺南市南區西門路一段277號1樓,02-66068688分機356,
1,5396,D000308,萊爾富國際股份有限公司-台南南森店,卓東平,701臺南市東區林森路二段192巷29號,02-66068688分機356,
1,5396,D000301,萊爾富國際股份有限公司-台南南新店,卓東平,700臺南市中西區西門路一段580號,02-66068688分機356,
1,5396,B000554,萊爾富國際股份有限公司-台中大墩店,卓東平,407臺中市西屯區大墩二十街51號,02-66068688分機356,
1,5396,B000551,萊爾富國際股份有限公司-台中中慶店,卓東平,402臺中市南區大慶街二段27號1樓,02-66068688分機356,
1,5396,B000549,萊爾富國際股份有限公司-台中中集店,卓東平,407臺中市西屯區福林里10鄰福科路541號1樓,02-66068688分機356,
1,5396,B000539,萊爾富國際股份有限公司-台中中鑽店,卓東平,408臺中市南屯區工學路169號,02-66068688分機356,
1,5396,B000538,萊爾富國際股份有限公司-台中中御店,卓東平,408臺中市南屯區大墩路161號,02-66068688分機356,
1,5396,B000533,萊爾富國際股份有限公司-台中十甲東店,卓東平,"401臺中市東區十甲路442號,十甲東路665號",02-66068688分機356,
1,5396,B000525,萊爾富國際股份有限公司-中市中雙店,卓東平,400臺中市中區雙十路一段35號,02-66068688分機356,
1,5396,B000524,萊爾富國際股份有限公司-台中中文店,卓東平,402臺中市南區文心南路821號,02-66068688分機356,
1,5396,B000523,萊爾富國際股份有限公司-台中中園店,卓東平,407臺中市西屯區福雅路331號,02-66068688分機356,
1,5396,B000520,萊爾富國際股份有限公司-台中中河店,卓東平,407臺中市西屯區逢大路15號,02-66068688分機356,
