classtype,flagno,storeno,storename,undertaker,storeaddr,contacttel,taxno
1,5605,F002112,元宏機車行,呂漢彬,235新北市中和區秀朗路3段74-3號,29481535,
1,5605,F002074,瑞和車業行,鄭煒忠,235新北市中和區景新街230-1號,29403142,
1,5605,F002053,銘汰車業行,李梨珠,220新北市板橋區光武街26號,22521132,
1,5605,D000348,KYMCO_見昌車業行,陳秀花,704臺南市北區公園路281號,06-2204058,
1,5604,R000416,KYMCO_嘉南機車行,宋志豪,717臺南市仁德區二行一路173號,06-2662772,
1,5604,R000411,SYM_源力機車行,沈世耀,730臺南市新營區民治路148-7號,06-6560871,
1,5604,R000408,SYM_全芳機車行,黃駿宏,730臺南市新營區中山路173號,06-6333076,
1,5604,R000407,SYM_山川機車行,林芳欽,730臺南市新營區民治路176號,06-6570917,
1,5467,R000416,KYMCO_嘉南機車行,宋志豪,717臺南市仁德區二行一路173號,06-2662772,
1,5467,R000411,SYM_源力機車行,沈世耀,730臺南市新營區民治路148-7號,06-6560871,
1,5467,R000408,SYM_全芳機車行,黃駿宏,730臺南市新營區中山路173號,06-6333076,
1,5467,R000407,SYM_山川機車行,林芳欽,730臺南市新營區民治路176號,06-6570917,
1,5466,R000416,KYMCO_嘉南機車行,宋志豪,717臺南市仁德區二行一路173號,06-2662772,
1,5466,R000411,SYM_源力機車行,沈世耀,730臺南市新營區民治路148-7號,06-6560871,
1,5466,R000407,SYM_山川機車行,林芳欽,730臺南市新營區民治路176號,06-6570917,
1,5466,I000158,南興車業行,柯保全,600嘉義市南興路182號,05-2161532,
1,5466,H001147,南山機車行,李鴻明,338桃園市蘆竹區南山路三段256號,03-3243488,
1,8488,R000424,南都汽車股份有限公司善化營業所,邱昆炎,741台南市善化區興農路35號,06-5818349,
1,8488,O000289,桃苗汽車股份有限公司-南新竹所,盧建成,300新竹市經國路三段123號,03-5303388,
1,8488,E000683,高都汽車楠梓營業所,陳坤祿,811高雄市楠梓區楠陽路139號,07-3520501,
1,8488,D000332,南都汽車股份有限公司安南營業所,辜勇傑,709台南市安南區海佃路二段155號,06-2475968,
1,8488,D000331,南都汽車股份有限公司西台南營業所,杜武雄,700台南市臺南市安平區永華路二段868號,06-2989191,
1,8487,R000419,南都汽車股份有限公司北台南營業所,楊雨峰,710台南市永康區中正南路214號,06-2531031,
1,8487,Q000203,南都汽車股份有限公司民雄營業所,鐘瑞源,621嘉義縣民雄工業區中山路2-2號,05-2219311,
1,8348,P000289,燦坤實業股份有限公司斗六分公司,閻俊傑,640雲林縣斗六市中堅西路64號,05-5361551,
1,8210,N000421,永晟機車行,葉月珠,500彰化縣彰化市大埔路457號,04-7125958,
1,8210,N000352,金馬機車行,李炳富,500彰化縣彰化市中山路２段549號1.2樓,04-7223724,
1,8209,N000431,吉益機車行,陳淑玲,516彰化縣埔鹽鄉角樹村員鹿路一段139-1號,04-8852920,
1,8209,N000428,昌益機車行,蔡文燦,523彰化縣埤頭鄉合興村彰水路三段439號；443巷4號,04-8922098,
1,8209,N000426,聖豐車業商行,廖麒翔,524彰化縣溪州鄉瓦厝村中山路三段389，391號,04-8896132,
1,8209,H001366,三禾機車行,李佳宸,337桃園市大園區果林村拔子林9之60號1樓,03-3830181,
1,8199,V000127,益利車業行,林清發,950臺東縣台東市自強里新生路303號1樓,(089)324769,
1,8199,V000125,東山機車行,許晉彰,956臺東縣關山鎮月眉里中和路83號,(089)811442,
1,8199,V000123,樺陽車業行,王晃華,950臺東縣台東市鐵花里新生路75號,089-341771,
1,8199,R000429,YAMAHA_允誠機車行,陳宗瑋,710臺南市永康區國光5街41號,06-2736179,
1,8199,N000382,瑞榮車業有限公司,陳家成,504彰化縣秀水鄉民主街２１５號,04-7697242,
1,8199,N000378,日豊車業行,邱東權,510彰化縣員林市新生路２５６號,04-8327029,
1,8199,N000348,德來機車行有限公司,張分淵,500彰化縣彰化市中山路二段555號,04-7227555,
1,8199,E000678,良豐車業行,金中義,807高雄市三民區大豐一路306號,07-3921121,
1,8199,D000380,YAMAHA_宏利車業,陳昆宏,702臺南市南區大成路二段37號,0934079669,
1,8199,D000339,YAMAHA_匯進機車行,林正豪,701臺南市東區崇學路259-3號,06-2691799,
1,8136,A001590,棉花田生機園地重慶門市,方文哲,100臺北市中正區重慶南路1段90號,02-25791777,
1,8136,A001511,棉花田生機園地忠誠門市,方文哲,111臺北市士林區忠誠路2段5號,02-25791777#218,
1,8135,A001586,棉花田生機園地南京龍江門市,方文哲,104臺北市中山區南京東路3段82號,02-25791777#218,
1,8135,A001511,棉花田生機園地忠誠門市,方文哲,111臺北市士林區忠誠路2段5號,02-25791777#218,
1,8130,R000031,大同綜合訊電股份有限公司-大同3C_鹽水門市,詹政宏,737臺南市鹽水區朝琴路130號1樓A棟,06-6522309,
1,8125,R000031,大同綜合訊電股份有限公司-大同3C_鹽水門市,詹政宏,737臺南市鹽水區朝琴路130號1樓A棟,06-6522309,
1,7990,U000160,台象股份有限公司-象印花蓮門市部,陳佩筠,970花蓮縣花蓮市中山路135號1樓,02-2506-9009#217,
1,7990,O000016,全國電子股份有限公司新竹市第八分公司,王郁娟,300新竹市東區食品路140號,03-3570833#32,
1,7990,O000014,全國電子股份有限公司新竹市第五分公司,王郁娟,300新竹市香山區牛埔路102號,03-3570833#32,
1,7990,I000218,台象股份有限公司-象印新光嘉義據點,陳佩筠,600嘉義市西區垂楊路726號10樓,02-2506-9009#217,
1,7990,E000691,台象股份有限公司-象印新光高雄據點,陳佩筠,806高雄市前鎮區三多三路213號10樓,02-2506-9009#217,
1,7990,E000690,台象股份有限公司-象印漢神據點,陳佩筠,801高雄市前金區成功路一段266之1號7樓,02-2506-9009#217,
1,7990,E000679,台象股份有限公司-象印高雄服務中心,陳佩筠,802高雄市苓雅區四維二路146號1樓,02-2506-9009#217,
1,7990,D000412,台象股份有限公司-象印夢時代據點,陳佩筠,701臺南市東區中華東路一段366號B1F,02-2506-9009#217,
1,7990,B000604,台象股份有限公司-象印新光台中據點,陳佩筠,407臺中市西屯區台中港路二段111號8樓,02-2506-9009#217,
1,7990,B000602,台象股份有限公司-象印台中服務中心,陳佩筠,408臺中市南屯區文心南三路180號1樓,02-2506-9009#217,
1,7990,A001570,台象股份有限公司-象印SOGO忠孝據點,陳佩筠,106臺北市大安區忠孝東路四段45號 8F,02-2506-9009#217,
1,7990,A001569,台象股份有限公司-象印遠東寶慶據點,陳佩筠,100臺北市中正區寶慶路32號8F,02-2506-9009#217,
1,7990,A001564,台象股份有限公司-象印大葉高島屋據點,陳佩筠,111臺北市士林區忠誠路二段55號12F,02-2506-9009#217,
1,7990,A001563,台象股份有限公司-象印統一時代台北據點,陳佩筠,110臺北市信義區忠孝東路5段8號6F,02-2506-9009#217,
1,7989,O000303,台象股份有限公司-象印SOGO新竹據點,陳佩筠,300新竹市東區民族路2號9樓,02-2506-9009#217,
1,7989,O000284,大同綜合訊電股份有限公司-大同3C_新竹食品路門市,吳世國,300新竹市食品路297號,03-5629153,70788522
1,7989,O000281,大同綜合訊電股份有限公司-大同3C_新竹正東店,蔡江亮,300新竹巿東光路75號,0930255718,
1,7989,I000220,台象股份有限公司-象印耐思松屋據點,陳佩筠,600嘉義市東區忠孝路600號B1樓,02-2506-9009#217,
1,7989,H001291,台象股份有限公司-象印新光桃園站前據點,陳佩筠,330桃園市桃園區中正路19號9F,02-2506-9009#217,
1,5444,T000236,萊爾富國際股份有限公司-屏縣屏邊店,卓東平,927屏東縣林邊鄉仁和村4鄰中山路187號,02-66068688分機356,
1,5444,T000234,萊爾富國際股份有限公司-屏縣大仁店,卓東平,907屏東縣鹽埔鄉新二村維新路20號(大仁技術學院),02-66068688分機356,
1,5444,T000232,萊爾富國際股份有限公司-屏縣屏海店,卓東平,946屏東縣恆春鎮墾丁路27號,02-66068688分機356,
1,5444,T000230,萊爾富國際股份有限公司-屏縣墾丁店,卓東平,946屏東縣恆春鎮墾丁路198號,02-66068688分機356,
1,5444,S000363,萊爾富國際股份有限公司-高縣岡本店,卓東平,820高雄市岡山鎮本洲路55-47號,02-66068688分機356,
1,5444,S000362,萊爾富國際股份有限公司-正和店,卓東平,814高雄市仁武區仁武村中正路93號,02-66068688#356,
1,5444,S000360,萊爾富國際股份有限公司-高縣高明店,卓東平,831高雄市大寮區過溪村光明路一段1237號,02-66068688分機356,
1,5444,S000357,萊爾富國際股份有限公司-高縣鳳仁店,卓東平,814高雄市仁武區永宏巷2號,02-66068688分機356,
1,5444,S000352,萊爾富國際股份有限公司-高縣潮寮店,卓東平,831高雄市大寮區潮寮村華中南路8之1號,02-66068688分機356,
1,5444,S000344,萊爾富國際股份有限公司-高縣高龍店,卓東平,815高雄市大社區中山路459號,02-66068688分機356,
1,5444,S000328,萊爾富國際股份有限公司-鳳山高行店,卓東平,"830高雄市鳳山市力行路81、83號 1 樓",02-66068688分機356,
1,5444,S000327,萊爾富國際股份有限公司-鳳山高頂店,卓東平,830高雄市鳳山市鳳頂路171號,02-66068688分機356,
1,5444,S000325,萊爾富國際股份有限公司-鳳山光復店,卓東平,830高雄市鳳山市光復路二段229號,02-66068688分機356,
1,5444,R000387,萊爾富國際股份有限公司-南縣麻庄店,卓東平,臺南市麻豆寮部里寮子部166-17號,02-66068688分機356,
1,5444,R000385,萊爾富國際股份有限公司-南縣南定店,卓東平,745臺南市安定區六嘉村32之1號,02-66068688分機356,
1,5444,R000384,萊爾富國際股份有限公司-永康雙正店,卓東平,710臺南市永康區鹽行里9鄰中正路347號,02-66068688分機356,
1,5444,R000379,萊爾富國際股份有限公司-永康中正店,吳佩瑾,710臺南市永康區中正路581號,06-2422914,
1,5444,Q000166,萊爾富國際股份有限公司-嘉縣和發店,卓東平,606嘉義縣中埔鄉和美村中山路五段736號,02-66068688分機356,
1,5444,Q000154,萊爾富國際股份有限公司-嘉縣嘉樂店,卓東平,603嘉義縣梅山鄉梅北村中山路296號,02-66068688分機356,
1,5444,P000214,萊爾富國際股份有限公司-雲縣雲桐店,卓東平,647雲林縣莿桐鄉中正路165號,02-66068688分機356,
1,5444,P000211,萊爾富國際股份有限公司-雲縣雲中店,卓東平,632雲林縣虎尾鎮林森路一段476號,02-66068688分機356,
1,5444,P000196,萊爾富國際股份有限公司-雲縣雲發店,卓東平,631雲林縣大埤鄉尚義村延平路三段582.584號,02-66068688分機356,
1,5444,O000273,萊爾富國際股份有限公司-新竹竹群店,卓東平,300新竹市東區金山二十三街36號1樓,02-66068688分機356,
1,5444,O000271,萊爾富國際股份有限公司-新竹力晶店,卓東平,300新竹市東區力行一路12號(力晶二廠),02-66068688分機356,
1,5444,O000269,萊爾富國際股份有限公司-新竹竹平店,卓東平,300新竹市香山區延平路二段727巷1號,02-66068688分機356,
1,5444,O000267,萊爾富國際股份有限公司-新竹實中店,卓東平,300新竹市東區介壽路300號(新竹科學工業園區實驗高級中學),02-66068688分機356,
1,5444,O000263,萊爾富國際股份有限公司-新竹光華店,卓東平,300新竹市北區光華二街72巷2號,02-66068688分機356,
1,5444,O000259,萊爾富國際股份有限公司-新竹竹亮店,卓東平,300新竹市光復路二段962號,02-66068688分機356,
1,5444,O000251,萊爾富國際股份有限公司-新竹曙光店,卓東平,300新竹市東區北大路61號(曙光女中海倫樓1樓),02-66068688分機356,
1,5444,O000248,萊爾富國際股份有限公司-新竹竹翠店,卓東平,300新竹市東區高翠路172-2號,02-66068688分機356,
1,5444,O000243,萊爾富國際股份有限公司-新竹金城店,卓東平,300新竹市東區光復路二段148號,02-66068688分機356,
1,5444,O000238,萊爾富國際股份有限公司-新竹教育店,卓東平,300新竹市東區南大路521號(教育大學第一活動中心1樓),02-66068688分機356,
1,5444,O000237,萊爾富國際股份有限公司-新竹武昌店,卓東平,300新竹市東區武昌街12號,02-66068688分機356,
1,5444,O000235,萊爾富國際股份有限公司-新竹竹樂店,卓東平,300新竹市北區鐵道路二段233號,02-66068688分機356,
1,5444,O000233,萊爾富國際股份有限公司-新竹竹塹店,卓東平,300新竹市北區中山路414號,02-66068688分機356,
1,5444,O000228,萊爾富國際股份有限公司-新竹高翠店,卓東平,"300新竹市東區高翠路273,275號",02-66068688分機356,
1,5444,O000223,萊爾富國際股份有限公司-新竹林森店,卓東平,300新竹市北區四維路17號,02-66068688分機356,
1,5444,O000218,萊爾富國際股份有限公司-新竹聯發店,卓東平,300新竹市科學園區篤行一路1號,02-66068688分機356,
1,5444,O000217,萊爾富國際股份有限公司-新竹竹神店,卓東平,300新竹市東區興學街117.119.121號,02-66068688分機356,
1,5444,O000211,萊爾富國際股份有限公司-新竹竹醫店,卓東平,300新竹市東區經國路一段442巷25號(衛生署新竹醫院),02-66068688分機356,
1,5444,O000210,萊爾富國際股份有限公司-新竹竹環店,卓東平,300新竹市東區中正路49號,02-66068688分機356,
1,5444,O000209,萊爾富國際股份有限公司-新竹成功店,卓東平,300新竹市北區成功路163號,02-66068688分機356,
1,5444,O000207,萊爾富國際股份有限公司-新竹竹香店,卓東平,300新竹市香山區宮口街33巷17號1樓,02-66068688分機356,
1,5444,O000206,萊爾富國際股份有限公司-新竹科學店,卓東平,300新竹市東區力行一路12號(力晶一廠),02-66068688分機356,
1,5444,N000329,萊爾富國際股份有限公司-花壇彰花店,卓東平,503彰化縣花壇鄉中庄村中山路一段72號,02-66068688#356,
1,7989,F002171,台象股份有限公司-象印大遠百板橋據點,陳佩筠,220新北市板橋區新站路28號7樓,02-2506-9009#217,
1,7989,E000748,台象股份有限公司-象印統一時代高雄據點,陳佩筠,806高雄市前鎮區中華五路789號,02-2506-9009#217,
1,7989,E000693,台象股份有限公司-象印SOGO高雄據點,陳佩筠,806高雄市前鎮區三多三路217號10樓,02-2506-9009#217,
1,7989,D000376,台象股份有限公司-象印遠東台南據點,陳佩筠,701臺南市東區前鋒路210號6樓,02-2506-9009#217,
1,7989,D000375,台象股份有限公司-象印新光中山據點,陳佩筠,700臺南市中西區中山路162號9樓,02-2506-9009#217,
1,7989,B000605,台象股份有限公司-象印中友據點,陳佩筠,404臺中市北區三民路三段161號10樓,02-2506-9009#217,
1,7989,A001581,台象股份有限公司-象印南港服務中心,陳佩筠,115臺北市南港區重陽路528號1樓,02-2506-9009#217,
1,7989,A001569,台象股份有限公司-象印遠東寶慶據點,陳佩筠,100臺北市中正區寶慶路32號8F,02-2506-9009#217,
1,7989,A001568,台象股份有限公司-象印美麗華據點,陳佩筠,104臺北市中山區敬業三路20號3F,02-2506-9009#217,
1,7989,A001566,台象股份有限公司-象印新光站前據點,陳佩筠,100臺北市中正區忠孝西路一段66號10F,02-2506-9009#217,
1,7989,A001565,台象股份有限公司-象印新光南西據點,陳佩筠,104臺北市中山區臺北市中山區南京西路12號7F,02-2506-9009#217,
1,7988,T000258,台象股份有限公司-象印屏東太平洋據點,陳佩筠,900屏東縣屏東市中正路72號6樓,02-2506-9009#217,
1,7988,O000302,台象股份有限公司-象印SOGO巨城據點,陳佩筠,300新竹市東區中央路239號6樓,02-2506-9009#217,
1,7988,O000301,台象股份有限公司-象印遠東新竹據點,陳佩筠,300新竹市東區西大路323號5樓,02-2506-9009#217,
1,7988,O000300,台象股份有限公司-象印新光新竹據點,紀偉平,300新竹市東區中華路2段190號7樓,02-2506-9009,
1,7988,H001298,台象股份有限公司-象印SOGO中壢據點,陳佩筠,320桃園市中壢區元化路357號7F,02-2506-9009#217,
1,7988,H001292,台象股份有限公司-象印遠東桃園據點,陳佩筠,330桃園市桃園區中正路20號10F,02-2506-9009#217,
1,7988,F002169,台象股份有限公司-象印比漾廣場據點,陳佩筠,234新北市永和區中山路一段238號 5樓,02-2506-9009#217,
1,7988,F002167,台象股份有限公司-象印五股服務中心,陳佩筠,248新北市五股區五權八路41號1樓,02-2506-9009#217,
1,7988,E000694,台象股份有限公司-象印新光左營據點,陳佩筠,813高雄市左營區高鐵路123號9樓,02-2506-9009#217,
1,7988,E000688,台象股份有限公司-象印大統和平據點,陳佩筠,802高雄市苓雅區和平一路218號9樓,02-2506-9009#217,
1,7988,B000603,台象股份有限公司-象印遠東台中據點,陳佩筠,407臺中市西屯區台中港路二段105號9樓,02-2506-9009#217,
1,7988,A001571,台象股份有限公司-象印SOGO復興據點,陳佩筠,106臺北市大安區忠孝東路三段300號8F,02-2506-9009#217,
1,7988,A001567,台象股份有限公司-象印新光信義A8據點,陳佩筠,108臺北市萬華區松高路12號7F,02-2506-9009#217,
1,7988,A001562,台象股份有限公司-象印長安服務中心,陳佩筠,104臺北市中山區長安東路二段80號1樓,02-2506-9009#217,
1,7887,R000447,忠益車業有限公司,孫葦婷,711臺南市歸仁區保大路三段219號,062711111,
1,7887,N000390,文冠機車行,黃陳桂花,500彰化縣彰化市中山路３段２９０號,04-7115655,
1,7887,F002158,建榮機車行,程樹欉,220新北市板橋區四川路二段29號,02-89668703,
1,7887,D000401,新益昌車行,邱聖佳,701臺南市東區崇德路659號之10,06-2681111,
1,7886,R000443,振富車業有限公司,曾治富,710臺南市永康區民族路483號,062710842,
1,7886,D000402,巨新車業有限公司,蔡佳洲,701臺南市東區東門路二段35號,062369888,
1,7831,R000031,大同綜合訊電股份有限公司-大同3C_鹽水門市,詹政宏,737臺南市鹽水區朝琴路130號1樓A棟,06-6522309,
1,7831,G000239,大同綜合訊電股份有限公司-大同3C_羅東中正門市,吳國彰,265宜蘭縣羅東鎮中正路18、20號,03-9542772,70788522
1,7826,R000031,大同綜合訊電股份有限公司-大同3C_鹽水門市,詹政宏,737臺南市鹽水區朝琴路130號1樓A棟,06-6522309,
1,7796,R000463,三久太陽能-新鈦實業有限公司,陳啓瑞,711臺南市歸仁區忠孝北路2號,06-3387408,
1,7796,D000469,三久太陽能-吉福工程,郭豐碧,704臺南市北區北門路2段237巷6號5樓之1,06-2496839,
1,7795,Q000043,愛貝克太陽能景山能源,王熙景,613嘉義縣朴子市嘉朴西路57號,05-3627111,
1,7795,K000212,123水世界有限公司,林志銘,351苗栗縣頭份市文化街34號,037-667426,
1,7795,D000334,三久太陽能-利易達實業有限公司,陳仁富,704臺南市北區和緯路二段522號,06-2811939,89213580
1,7795,D000333,"三久太陽能 坤晉工程行",許展菖,709臺南市安南區安昌街96號1樓,06-3563181,10727017
1,7794,R000463,三久太陽能-新鈦實業有限公司,陳啓瑞,711臺南市歸仁區忠孝北路2號,06-3387408,
1,7794,D000469,三久太陽能-吉福工程,郭豐碧,704臺南市北區北門路2段237巷6號5樓之1,06-2496839,
1,7789,H001798,小北百貨(鴻洲生活館有限公司),莊慧秋,337桃園市大園區中正東路47號1、2樓,03-2860150,82787409
1,7789,H001783,小北百貨(鴻峻生活館有限公司),蔡秀竹,324桃園市平鎮區廣明路67號1樓、地下1樓,03-2860660,54935702
1,7789,H001778,小北百貨(鴻博生活館有限公司),陳仁威,330桃園市桃園區三民路三段267號,03-2860480,83555883
1,7789,H001454,小北百貨(鴻悌生活館有限公司),楊芬華,320桃園市中壢區320桃園市中壢區龍岡路二段95、97號,03-2868960,54817607
1,7789,H001452,小北百貨(鴻流生活館有限公司),林振宇,330桃園市桃園區330桃園市桃園區北埔路136號,03-3336075,53506801
1,7788,P000017,佳晟商行,曾素員,653雲林縣口湖鄉港東村中正路30號,05-7970306,
1,7788,J000235,長鑫廣告有限公司,何順登,302新竹縣竹北市三民路102-2號1樓,03-5557131,
1,7743,S000418,燦坤3C路竹分公司,陳欽瑩,821高雄市路竹區中正路182號,02-27953988#10802,
1,7743,S000415,燦坤3C阿蓮分公司,陳欽瑩,822高雄市阿蓮區忠孝路382號,02-27953988#10802,
1,7743,E000718,燦坤3C小港分公司,陳欽瑩,812高雄市小港區康莊路105號,02-27953988#10802,
1,7743,E000717,燦坤3C中安分公司,陳欽瑩,812高雄市小港區中安路590號,02-27953988#10802,
1,7743,E000716,燦坤3C右昌分公司,陳欽瑩,811高雄市楠梓區德民路836號,02-27953988#10802,
1,7743,E000711,燦坤3C瑞隆分公司,陳欽瑩,806高雄市前鎮區瑞隆路401號,02-27953988#10802,
1,7743,E000701,燦坤3C河西分公司,陳欽瑩,804高雄市鼓山區河西一路1471號1F-2F,02-27953988#10802,
1,7743,E000697,燦坤3C福山分公司,陳欽瑩,813高雄市左營區自由四路126號1F,02-27953988#10802,
1,7742,S000415,燦坤3C阿蓮分公司,陳欽瑩,822高雄市阿蓮區忠孝路382號,02-27953988#10802,
1,7742,S000406,燦坤3C鳳山分公司,陳欽瑩,"830高雄市鳳山區中山路138之7,8,9號",02-27953988#10802,
1,7742,E000707,燦坤3C建國分公司,陳欽瑩,"807高雄市三民區建國二路226號,228號",02-27953988#10802,
1,7742,E000701,燦坤3C河西分公司,陳欽瑩,804高雄市鼓山區河西一路1471號1F-2F,02-27953988#10802,
1,7742,E000697,燦坤3C福山分公司,陳欽瑩,813高雄市左營區自由四路126號1F,02-27953988#10802,
1,7741,S000412,燦坤3C鳳屏分公司,陳欽瑩,831高雄市大寮區鳳屏一路281號1F,02-27953988#10802,
1,7741,S000410,燦坤3C林園分公司,陳欽瑩,832高雄市林園區東林西路35號1.2樓,02-27953988#10802,
1,7741,S000408,燦坤3C橋頭分公司,陳欽瑩,825高雄市橋頭區成功南路148巷1號,02-27953988#10802,
1,7741,S000405,燦坤3C鳳山二店分公司,陳欽瑩,830高雄市鳳山區建國路二段178號,02-27953988#10802,
1,7741,E000715,燦坤3C楠梓分公司,陳欽瑩,811高雄市楠梓區鳳楠路268號,02-27953988#10802,
1,7741,E000714,燦坤3C七賢分公司,陳欽瑩,800高雄市新興區林森一路230號,02-27953988#10802,
1,7741,E000710,燦坤3C康定分公司,陳欽瑩,806高雄市前鎮區康定路168號,02-27953988#10802,
1,7741,E000705,燦坤3C金鼎分公司,陳欽瑩,"807高雄市三民區鼎強街93-1,95號",02-27953988#10802,
1,7741,E000702,燦坤3C河東分公司,陳欽瑩,801高雄市前金區河東路2號,02-27953988#10802,
1,7647,N000004,興業建設股份有限公司員林分公司,陳奕輝,513彰化縣埔心鄉瓦南村中山路319號,04-8315058#501,
1,7628,O000006,國防部福利事業管理處新竹福利站,彭錦發,300新竹市東區延平路二段6號,03-5300575,
1,7628,G000055,家福股份有限公司宜蘭分公司,張卿善,260宜蘭縣宜蘭市民權路二段38巷2號B2,03-9361188#880,
1,7628,A000012,國防部福事業管理處南機場福利站,簡玉佩,108臺北市萬華區中華路2段416巷58號,02-23328310,
1,7554,G000017,喜互惠生鮮超市龍德店,林建志,270宜蘭縣蘇澳鎮福德路440號,03-9908800,
1,7554,G000010,喜互惠生鮮超市蘇澳店,林文良,270宜蘭縣蘇澳鎮蘇港路311號,03-9952000,
1,7554,G000008,喜互惠生鮮超市宜興店,曾婉真,260宜蘭縣宜蘭市宜興路一段273號,03-9356999,
1,7554,A001592,棉花田生機園地慶城門市,方文哲,105臺北市松山區南京東路3段303巷24號,02-25791777,
1,7481,R000037,大同綜合訊電股份有限公司-大同3C_白河服務站,蘇崑山,732臺南市白河區中山路140號,06-6852745,
1,7400,M000220,"全聯實業股份有限公司 埔里店",徐賓成,545南投縣埔里鎮中山路３段376號,0422420827#205,
1,7400,M000216,"全聯實業股份有限公司 草屯店",徐賓成,542南投縣草屯鎮信義街368號,0422420827#205,
1,7400,M000215,"全聯實業股份有限公司 名間店",徐賓成,551南投縣名間鄉南投縣名間鄉南雅村市場巷11之12號１樓,0422420827#205,
1,7400,M000214,"全聯實業股份有限公司 虎山店",徐賓成,542南投縣草屯鎮虎山路500之1之4號,0422420827#205,
1,7399,N000432,宏興機車行,洪西庚,526彰化縣二林鎮北平里二溪路一段93號,04-8961546,
1,7399,C000186,寬達機車行,黃寬達,204基隆市安樂區安樂路一段121號1樓,02-24300169,
1,7399,B000616,弘國機車行,張春永,403臺中市西區美村路一段385號1樓,04-23027315,
1,7398,S000390,和昇機車行,鄭忠榮,830高雄市鳳山區五甲二路674號,07-8211042,
1,7398,N000436,宏進機車行,林珈蓁,500彰化縣彰化市莿桐里彰水路50之1號,04-7632227,
1,7398,N000434,新發順機車行,陳条修,528彰化縣芳苑鄉王功村芳漢路王功段506號,04-8932283,
1,7398,N000433,新永順機車行,陳英斌,528彰化縣芳苑鄉建平村二溪路草二段612號,04-8862368,
1,7398,N000427,明利機車行,王靖雯,524彰化縣溪州鄉東州村登山路４段333號1樓,04-8896165,
1,7398,N000420,進昌機車行,李文修,500彰化縣彰化市延平里大埔路586號,04-7115269,
1,7398,C000198,永合機車行,黃增榮,200基隆市仁愛區南榮路61號,02-24245362,
1,7398,C000188,宏堂機車行,洪炳堂,205基隆市暖暖區東碇路538號,02-24585656,
1,7398,C000180,明達機車行,江錫冠,206基隆市七堵區明德二路15之21號,02-24513855,
1,7126,U000160,台象股份有限公司-象印花蓮門市部,陳佩筠,970花蓮縣花蓮市中山路135號1樓,02-2506-9009#217,
1,7126,I000218,台象股份有限公司-象印新光嘉義據點,陳佩筠,600嘉義市西區垂楊路726號10樓,02-2506-9009#217,
1,7126,E000691,台象股份有限公司-象印新光高雄據點,陳佩筠,806高雄市前鎮區三多三路213號10樓,02-2506-9009#217,
1,7126,E000690,台象股份有限公司-象印漢神據點,陳佩筠,801高雄市前金區成功路一段266之1號7樓,02-2506-9009#217,
1,7126,E000679,台象股份有限公司-象印高雄服務中心,陳佩筠,802高雄市苓雅區四維二路146號1樓,02-2506-9009#217,
1,7126,D000412,台象股份有限公司-象印夢時代據點,陳佩筠,701臺南市東區中華東路一段366號B1F,02-2506-9009#217,
1,7126,B000606,台象股份有限公司-象印廣三SOGO據點,陳佩筠,403臺中市西區中港路一段299號10樓,02-2506-9009#217,
1,7126,B000604,台象股份有限公司-象印新光台中據點,陳佩筠,407臺中市西屯區台中港路二段111號8樓,02-2506-9009#217,
1,7126,B000602,台象股份有限公司-象印台中服務中心,陳佩筠,408臺中市南屯區文心南三路180號1樓,02-2506-9009#217,
1,7126,A001570,台象股份有限公司-象印SOGO忠孝據點,陳佩筠,106臺北市大安區忠孝東路四段45號 8F,02-2506-9009#217,
1,7126,A001569,台象股份有限公司-象印遠東寶慶據點,陳佩筠,100臺北市中正區寶慶路32號8F,02-2506-9009#217,
1,7126,A001566,台象股份有限公司-象印新光站前據點,陳佩筠,100臺北市中正區忠孝西路一段66號10F,02-2506-9009#217,
1,7126,A001563,台象股份有限公司-象印統一時代台北據點,陳佩筠,110臺北市信義區忠孝東路5段8號6F,02-2506-9009#217,
1,7118,G000010,喜互惠生鮮超市蘇澳店,林文良,270宜蘭縣蘇澳鎮蘇港路311號,03-9952000,
1,6950,N000004,興業建設股份有限公司員林分公司,陳奕輝,513彰化縣埔心鄉瓦南村中山路319號,04-8315058#501,
1,6949,N000004,興業建設股份有限公司員林分公司,陳奕輝,513彰化縣埔心鄉瓦南村中山路319號,04-8315058#501,
1,6854,S000390,和昇機車行,鄭忠榮,830高雄市鳳山區五甲二路674號,07-8211042,
1,6854,J000255,智翔機車行,彭鵬江,310新竹縣竹東鎮東寧路三段147號,03-5962943,
1,6854,J000254,通順機車行,鍾慶統,310新竹縣竹東鎮,03-5962950,
1,6853,S000390,和昇機車行,鄭忠榮,830高雄市鳳山區五甲二路674號,07-8211042,
1,6853,J000254,通順機車行,鍾慶統,310新竹縣竹東鎮,03-5962950,
1,6852,K000262,宏晟機車行,賴玉宏,366苗栗縣銅鑼鄉銅鑼村33鄰中正路50號1樓,037980909,
1,6852,J000249,大昇機車行,湯春栗,310新竹縣竹東鎮上館里39鄰南寧路4號,035104569,
1,6852,H001333,盛達機車行,黃延群,320桃園市中壢區華勛街268號,03-4566372,
1,6851,J000252,勝東機車行,宋侑霖,310新竹縣竹東鎮東林路29號,03-5957358,
1,6851,H001333,盛達機車行,黃延群,320桃園市中壢區華勛街268號,03-4566372,
1,6851,E000675,友源機車行,施木樹,807高雄市三民區建興路230號,07-3821266,
